Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,105,242,432,579,792,"1,004","1,943","2,341","3,206","3,355","3,928","4,028","4,144"
Expenses+,69,166,362,523,726,907,"1,758","1,907","2,504","2,764","3,193","3,335","3,476"
Operating Profit,36,77,70,56,66,97,184,435,702,590,735,692,668
OPM %,34%,32%,16%,10%,8%,10%,9%,19%,22%,18%,19%,17%,16%
Other Income+,22,5,-2,2,5,11,-36,22,16,26,42,40,41
Interest,0,0,1,0,0,0,7,2,3,4,9,8,5
Depreciation,84,76,53,20,57,73,378,40,41,46,85,98,108
Profit before tax,-26,5,14,39,13,33,-237,415,674,567,683,627,596
Tax %,-25%,53%,47%,-5%,-51%,11%,-11%,14%,20%,21%,20%,19%,
Net Profit+,-20,3,7,41,19,30,-211,356,539,448,548,507,479
EPS in Rs,-1.95,0.26,0.71,3.81,1.70,2.58,-14.47,26.18,39.73,33.31,40.78,37.68,35.75
Dividend Payout %,0%,0%,28%,7%,18%,14%,0%,8%,5%,30%,29%,32%,
