Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,154,182,205,263,271,282,271,38,129,429,483,459,467
Expenses+,83,100,121,195,181,167,166,67,107,216,254,310,326
Operating Profit,71,82,85,68,89,115,105,-28,22,213,229,149,141
OPM %,46%,45%,41%,26%,33%,41%,39%,-74%,17%,50%,47%,32%,30%
Other Income+,2,9,18,11,8,10,31,6,4,23,23,24,35
Interest,2,2,2,1,1,2,2,1,1,2,2,2,1
Depreciation,13,16,14,29,37,40,42,44,38,35,38,57,65
Profit before tax,58,73,87,49,59,84,93,-66,-13,199,211,114,111
Tax %,31%,31%,31%,30%,35%,34%,30%,-25%,-26%,25%,25%,4%,
Net Profit+,40,51,60,34,38,55,65,-50,-9,149,158,109,82
EPS in Rs,9.50,8.96,10.59,6.00,6.81,9.81,11.46,-8.83,-1.68,26.33,27.92,17.23,12.95
Dividend Payout %,16%,17%,19%,17%,22%,18%,16%,0%,0%,10%,9%,12%,
