Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,279,167,114,270,498,328,481,264,434,993,566,252,262
Expenses+,228,184,179,392,607,698,855,299,342,888,438,240,244
Operating Profit,51,-17,-65,-122,-109,-370,-373,-35,91,105,128,12,17
OPM %,18%,-10%,-58%,-45%,-22%,-113%,-78%,-13%,21%,11%,23%,5%,7%
Other Income+,106,146,73,121,-117,-28,86,120,-119,55,48,11,8
Interest,105,141,72,170,218,167,191,125,80,60,39,47,52
Depreciation,7,11,5,5,5,5,3,2,3,3,9,4,4
Profit before tax,46,-23,-69,-177,-449,-570,-482,-43,-110,97,128,-29,-32
Tax %,7%,-49%,-34%,24%,1%,5%,6%,-28%,-1%,1%,-0%,27%,
Net Profit+,43,-11,-49,-222,-452,-599,-512,-32,-111,96,128,-36,-39
EPS in Rs,1.50,-0.31,-1.67,-7.77,-16.07,-20.09,-16.26,-1.10,-3.94,3.30,4.17,-1.11,-1.20
Dividend Payout %,27%,-98%,-12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
