Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,14.30,15.70,13.73,15.37,17.30,18.34,16.29,18.33,20.33,49.01,52.31,60.23,61.38
Expenses+,12.42,13.38,11.09,12.97,14.82,15.82,14.43,15.93,17.18,38.10,42.52,50.27,50.81
Operating Profit,1.88,2.32,2.64,2.40,2.48,2.52,1.86,2.40,3.15,10.91,9.79,9.96,10.57
OPM %,13.15%,14.78%,19.23%,15.61%,14.34%,13.74%,11.42%,13.09%,15.49%,22.26%,18.72%,16.54%,17.22%
Other Income+,0.13,0.01,0.03,0.01,0.02,0.08,0.03,0.03,0.09,0.24,0.03,0.07,0.05
Interest,1.07,1.30,1.72,1.31,1.18,1.05,0.83,0.56,0.44,0.40,1.14,0.88,1.04
Depreciation,0.49,0.84,0.82,0.61,0.56,0.67,0.85,0.65,0.91,0.72,0.65,0.63,0.64
Profit before tax,0.45,0.19,0.13,0.49,0.76,0.88,0.21,1.22,1.89,10.03,8.03,8.52,8.94
Tax %,33.33%,36.84%,30.77%,32.65%,32.89%,26.14%,80.95%,27.87%,27.51%,23.63%,27.40%,26.06%,
Net Profit+,0.30,0.13,0.08,0.34,0.51,0.65,0.04,0.87,1.37,7.67,5.83,6.30,6.61
EPS in Rs,15.00,6.50,4.00,17.00,0.85,1.08,0.07,1.05,1.65,7.27,5.09,5.50,5.77
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,47.47%,60.29%,20.63%,14.74%,15.46%,
