Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,041","1,268","1,313","1,160","1,271","1,408","1,285","1,218","1,365","1,648","1,575","1,723","1,631"
Expenses+,"1,001","1,186","1,227","1,118","1,181","1,303","1,243","1,105","1,292","1,580","1,534","1,693","1,618"
Operating Profit,40,82,86,42,90,105,43,113,73,68,42,30,12
OPM %,4%,6%,7%,4%,7%,7%,3%,9%,5%,4%,3%,2%,1%
Other Income+,12,10,13,9,10,6,9,8,26,41,25,26,20
Interest,13,19,23,21,13,8,7,4,3,32,13,24,28
Depreciation,27,25,26,25,24,21,24,25,29,34,32,39,41
Profit before tax,13,48,50,4,64,83,21,92,67,43,21,-6,-36
Tax %,29%,29%,32%,32%,17%,25%,35%,38%,34%,1%,15%,-43%,
Net Profit+,9,34,34,3,53,62,14,56,44,42,18,-4,-24
EPS in Rs,5.94,22.39,22.38,1.96,33.96,39.56,8.65,36.06,28.12,26.92,11.40,-2.28,-15.39
Dividend Payout %,42%,22%,22%,51%,19%,19%,12%,21%,21%,22%,22%,-110%,
