Metric,Mar 2012,Mar 2013,Mar 2014,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,529,556,572,637,655,571,492,502,654,705,674,670,665
Expenses+,480,498,525,581,606,534,466,469,598,658,653,642,636
Operating Profit,50,58,47,57,48,37,26,34,57,47,21,28,28
OPM %,9%,10%,8%,9%,7%,6%,5%,7%,9%,7%,3%,4%,4%
Other Income+,2,3,1,2,21,2,5,4,3,6,3,3,3
Interest,22,25,24,13,7,9,8,6,4,2,2,5,5
Depreciation,19,19,19,19,15,17,21,21,21,21,21,23,22
Profit before tax,11,17,5,26,47,14,3,11,35,30,1,4,5
Tax %,-21%,44%,56%,43%,15%,34%,-144%,33%,8%,25%,19%,25%,
Net Profit+,13,10,2,15,40,9,7,8,32,22,1,3,4
EPS in Rs,12.77,7.25,1.50,10.59,28.00,6.51,4.98,5.35,22.31,15.52,0.62,1.94,2.95
Dividend Payout %,12%,21%,33%,5%,2%,8%,0%,9%,4%,6%,80%,26%,
