Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,103,107,116,133,135,53,-0,-0,-0,-0,-0,-0,0
Expenses+,75,81,87,109,107,69,-15,10,1,2,1,2,3
Operating Profit,28,25,29,23,28,-17,15,-10,-1,-2,-1,-2,-2
OPM %,28%,24%,25%,18%,21%,-32%,,,,,,,"-1,831%"
Other Income+,1,1,1,1,1,-20,-35,0,1,0,1,85,85
Interest,46,41,18,29,24,154,4,4,4,4,4,2,2
Depreciation,9,5,6,7,7,3,0,0,0,0,0,0,0
Profit before tax,-26,-20,5,-11,-2,-194,-24,-14,-5,-5,-5,81,80
Tax %,-29%,-0%,-0%,-6%,-0%,-0%,-0%,-0%,-29%,32%,50%,1%,
Net Profit+,-18,-20,5,-10,-2,-194,-24,-14,-3,-7,-7,80,79
EPS in Rs,-20.54,-15.53,3.95,-7.99,-1.30,-152.02,-18.72,-11.21,-2.67,-5.61,-5.74,54.64,62.62
Dividend Payout %,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,
