Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,416,508,483,493,747,765,798,851,932,"1,387","1,356","1,495","1,440"
Expenses+,383,471,424,429,677,702,719,734,837,"1,228","1,194","1,354","1,301"
Operating Profit,32,37,59,65,70,63,79,118,95,159,162,141,138
OPM %,8%,7%,12%,13%,9%,8%,10%,14%,10%,11%,12%,9%,10%
Other Income+,2,2,5,3,2,2,3,3,4,11,10,9,9
Interest,4,6,4,5,8,7,7,6,7,7,10,10,10
Depreciation,3,3,3,4,4,4,5,5,5,6,7,4,3
Profit before tax,27,30,57,58,60,53,70,110,87,157,155,136,135
Tax %,33%,34%,35%,34%,31%,35%,25%,25%,25%,25%,25%,25%,
Net Profit+,18,20,37,39,42,34,52,82,65,118,116,103,102
EPS in Rs,3.51,3.75,7.21,7.45,8.05,6.65,10.14,15.85,12.56,22.75,22.35,20.69,20.49
Dividend Payout %,8%,10%,11%,5%,5%,7%,5%,4%,0%,4%,10%,12%,
