Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,166,186,199,208,268,339,242,213,331,372,423,457,452
Expenses+,158,178,191,203,245,310,227,199,297,339,378,402,398
Operating Profit,9,8,8,6,23,29,15,14,34,33,45,55,54
OPM %,5%,4%,4%,3%,8%,9%,6%,7%,10%,9%,11%,12%,12%
Other Income+,3,2,1,-2,3,136,4,10,4,5,5,4,5
Interest,4,5,5,7,8,8,11,10,8,10,8,10,11
Depreciation,5,5,5,5,6,6,8,9,10,13,15,17,18
Profit before tax,3,0,-1,-8,12,151,1,6,19,16,27,32,30
Tax %,31%,-20%,33%,-39%,38%,21%,-443%,11%,32%,40%,30%,22%,
Net Profit+,1,0,-2,-5,7,119,3,5,14,10,19,25,23
EPS in Rs,0.70,0.14,-1.67,-3.88,5.92,99.50,2.61,4.38,11.42,7.98,14.48,18.94,18.01
Dividend Payout %,54%,265%,-15%,-6%,8%,2%,23%,14%,7%,10%,10%,8%,
