Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Revenue+,"6,767","7,061","6,844","6,686","6,621","7,676","8,446","8,111","8,013","9,355","11,213","12,541","12,986"
Interest,"4,082","4,409","4,132","4,173","3,750","4,291","4,739","4,340","4,101","4,609","6,008","6,741","7,089"
Expenses+,"1,250","2,336","2,466","4,431","3,154","3,439","5,234","3,802","3,774","3,567","3,437","3,840","4,093"
Financing Profit,"1,435",316,245,"-1,919",-283,-55,"-1,527",-30,137,"1,178","1,768","1,960","1,804"
Financing Margin %,21%,4%,4%,-29%,-4%,-1%,-18%,-0%,2%,13%,16%,16%,14%
Other Income+,393,599,509,497,501,817,509,701,753,765,838,"1,147","1,058"
Depreciation,78,95,64,85,97,104,126,134,144,158,218,168,0
Profit before tax,"1,750",820,689,"-1,507",121,659,"-1,144",537,747,"1,786","2,388","2,939","2,862"
Tax %,33%,38%,40%,8%,-68%,30%,3%,19%,32%,33%,26%,29%,
Net Profit+,"1,181",508,414,"-1,633",203,464,"-1,183",428,495,"1,181","1,771","2,082","2,090"
EPS in Rs,24.36,10.49,8.54,-31.32,3.64,8.33,-16.59,6.01,5.30,11.44,16.08,18.91,18.97
Dividend Payout %,21%,20%,20%,0%,0%,0%,0%,0%,0%,4%,13%,11%,
