Metric,Mar 2012,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,108,19,21,27,51,82,53,68,114,140,154,198,208
Expenses+,95,21,25,28,45,75,53,63,104,122,130,167,175
Operating Profit,13,-2,-4,-1,6,7,0,5,10,18,24,32,33
OPM %,12%,-9%,-19%,-2%,11%,9%,1%,8%,9%,13%,16%,16%,16%
Other Income+,92,3,2,1,3,4,4,3,3,3,4,11,11
Interest,3,0,0,0,0,1,1,1,1,5,6,5,5
Depreciation,5,2,10,10,2,2,2,2,2,4,3,3,3
Profit before tax,97,-1,-12,-9,6,9,2,5,10,12,19,34,36
Tax %,22%,-70%,-4%,-5%,16%,55%,48%,27%,35%,31%,30%,28%,
Net Profit+,76,-0,-11,-9,5,4,1,4,6,8,14,25,27
EPS in Rs,52.99,-0.20,-7.77,-6.17,3.46,2.29,0.50,2.18,4.36,6.18,8.34,15.26,16.01
Dividend Payout %,52%,0%,0%,0%,13%,20%,0%,0%,0%,0%,0%,0%,
