Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"3,106","3,035","3,217","3,556","3,535","3,826","4,099","5,078","5,921","6,022","6,336","7,980","8,794"
Expenses+,"2,735","2,645","2,819","3,109","3,064","3,274","3,445","4,239","4,939","5,165","5,329","6,743","7,420"
Operating Profit,371,390,398,447,471,552,654,839,982,858,"1,008","1,238","1,374"
OPM %,12%,13%,12%,13%,13%,14%,16%,17%,17%,14%,16%,16%,16%
Other Income+,2,7,9,3,5,4,9,-114,1,131,37,14,16
Interest,94,80,61,54,53,46,83,87,86,110,155,184,168
Depreciation,76,72,61,59,66,74,185,206,249,263,260,327,382
Profit before tax,203,244,286,337,358,436,394,432,647,615,630,741,840
Tax %,5%,4%,9%,17%,9%,13%,14%,16%,17%,16%,18%,20%,
Net Profit+,193,234,261,279,327,378,340,362,537,514,515,594,670
EPS in Rs,2.92,3.52,3.87,4.11,4.76,5.47,4.90,5.20,7.69,7.33,7.31,8.41,9.47
Dividend Payout %,0%,0%,0%,0%,32%,37%,51%,58%,45%,47%,47%,47%,
