Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,1,20,36,71,169,213,202,383,122,0,35,124,146
Expenses+,1,18,34,69,164,204,194,374,122,2,37,118,140
Operating Profit,-0,1,2,2,4,9,9,9,0,-2,-1,6,6
OPM %,-28%,6%,6%,3%,3%,4%,4%,2%,0%,,-3%,5%,4%
Other Income+,0,0,0,0,0,0,1,0,2,-0,5,1,1
Interest,0,0,1,1,1,1,1,1,1,1,1,2,2
Depreciation,0,0,0,0,1,2,2,3,3,2,2,2,2
Profit before tax,-1,0,1,1,3,6,6,6,-2,-5,1,3,3
Tax %,0%,30%,32%,26%,26%,39%,27%,27%,29%,-16%,-6%,-36%,
Net Profit+,-1,0,1,1,2,4,4,4,-2,-4,1,5,5
EPS in Rs,-0.69,0.19,0.30,0.34,0.96,1.48,1.64,1.65,-0.90,-1.62,0.45,1.73,1.70
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
