Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,106,127,174,181,196,252,276,310,484,594,684,816,875
Expenses+,87,103,143,154,169,209,229,243,379,484,553,675,721
Operating Profit,19,24,31,27,27,42,48,67,105,110,131,140,154
OPM %,18%,19%,18%,15%,14%,17%,17%,22%,22%,18%,19%,17%,18%
Other Income+,1,1,2,3,5,2,5,8,10,2,5,9,12
Interest,5,8,9,11,8,12,10,8,11,17,23,26,21
Depreciation,5,4,5,6,7,9,12,13,18,26,32,36,36
Profit before tax,10,13,18,13,17,24,30,54,86,68,81,88,108
Tax %,25%,32%,32%,37%,28%,28%,25%,27%,24%,22%,28%,27%,
Net Profit+,8,9,12,8,12,17,23,39,65,53,58,64,82
EPS in Rs,3.43,3.75,4.21,2.80,4.61,6.65,8.27,14.65,24.26,19.58,21.59,22.43,28.52
Dividend Payout %,23%,21%,24%,36%,22%,18%,15%,14%,10%,10%,9%,11%,
