Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,131.31,247.61,275.28,314.07,347.90,412.78,258.20,44.01,65.65,37.11,8.06,0.00,-2.87
Expenses+,116.88,214.14,227.03,240.15,242.48,274.52,190.48,44.84,56.37,54.31,4.33,5.32,3.79
Operating Profit,14.43,33.47,48.25,73.92,105.42,138.26,67.72,-0.83,9.28,-17.20,3.73,-5.32,-6.66
OPM %,10.99%,13.52%,17.53%,23.54%,30.30%,33.49%,26.23%,-1.89%,14.14%,-46.35%,46.28%,,232.06%
Other Income+,1.54,0.70,1.84,0.85,1.04,2.16,8.78,-91.53,1.38,9.04,9.07,15.07,16.93
Interest,1.22,9.91,12.72,14.13,17.85,18.18,7.92,0.22,0.16,0.02,0.00,0.00,0.00
Depreciation,8.88,10.55,10.93,13.68,15.10,15.99,16.62,17.89,17.91,17.95,17.97,17.96,19.28
Profit before tax,5.87,13.71,26.44,46.96,73.51,106.25,51.96,-110.47,-7.41,-26.13,-5.17,-8.21,-9.01
Tax %,42.93%,4.96%,-1.29%,10.07%,28.73%,16.72%,9.53%,-0.81%,-15.25%,-5.55%,-32.69%,-23.14%,
Net Profit+,3.36,13.03,26.78,42.23,52.40,88.49,47.02,-109.58,-6.28,-24.68,-3.47,-6.31,-6.82
EPS in Rs,3.05,11.85,24.35,20.75,21.30,35.97,19.11,-41.24,-2.36,-9.29,-1.31,-2.37,-2.56
Dividend Payout %,0.00%,0.00%,4.11%,4.82%,4.69%,4.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
