Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,13,11,10,10,14,16,21,12,437,21,27,28,33
Expenses+,24,21,23,30,29,30,32,23,234,34,38,39,44
Operating Profit,-12,-11,-13,-20,-15,-13,-11,-12,203,-12,-11,-12,-11
OPM %,-91%,-100%,-133%,-205%,-110%,-82%,-53%,-99%,47%,-59%,-43%,-41%,-33%
Other Income+,2,6,1,2,39,10,-13,32,25,45,12,3,-2
Interest,1,1,1,4,8,18,15,14,4,6,3,2,2
Depreciation,15,2,1,1,1,1,3,3,2,3,3,3,3
Profit before tax,-25,-7,-14,-23,15,-23,-42,3,221,24,-6,-13,-18
Tax %,0%,1%,0%,-1%,23%,0%,-5%,0%,17%,8%,-98%,1%,
Net Profit+,-25,-7,-14,-23,11,-23,-40,3,185,22,-0,-14,-18
EPS in Rs,-3.84,-1.03,-2.20,-3.52,1.75,-3.64,-6.24,0.48,28.71,3.37,-0.02,-2.10,-2.75
Dividend Payout %,-20%,-73%,-34%,-21%,57%,0%,0%,0%,9%,31%,"-5,195%",0%,
