Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"6,656","8,208","7,703","7,070","8,507","12,117","11,627","10,664","13,298","17,868","20,958","20,829","18,636"
Expenses+,"6,014","7,254","6,979","6,393","7,466","10,645","10,116","9,422","11,899","16,192","17,631","17,375","15,839"
Operating Profit,642,954,723,677,"1,041","1,472","1,511","1,242","1,399","1,676","3,326","3,454","2,797"
OPM %,10%,12%,9%,10%,12%,12%,13%,12%,11%,9%,16%,17%,15%
Other Income+,26,76,136,330,24,515,-3,209,155,155,162,120,126
Interest,392,606,679,569,579,615,620,493,460,642,705,623,636
Depreciation,321,335,328,337,363,396,422,459,473,470,568,602,612
Profit before tax,-46,89,-148,101,122,975,467,499,621,719,"2,216","2,349","1,675"
Tax %,120%,131%,-46%,62%,109%,22%,1%,34%,40%,37%,28%,38%,
Net Profit+,-100,-27,-80,39,-11,764,461,328,376,452,"1,593","1,458","1,120"
EPS in Rs,-1.55,-0.25,-0.66,1.78,2.79,13.29,8.67,4.99,6.44,10.07,26.22,27.18,21.48
Dividend Payout %,-32%,-200%,-76%,28%,22%,8%,12%,20%,16%,15%,8%,7%,
