Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,703","1,770","2,079","2,283","2,304","2,363","2,097","1,289","1,616","1,856","1,934","1,888","1,925"
Expenses+,"1,336","1,323","1,489","1,643","1,721","1,829","1,665","1,061","1,256","1,602","1,663","1,728","1,767"
Operating Profit,366,446,590,640,583,534,433,228,360,254,271,160,158
OPM %,22%,25%,28%,28%,25%,23%,21%,18%,22%,14%,14%,8%,8%
Other Income+,53,112,94,41,47,41,32,42,73,145,90,106,138
Interest,35,37,55,35,27,26,33,34,31,39,28,21,22
Depreciation,79,104,122,129,136,128,146,129,119,107,111,108,95
Profit before tax,306,418,508,517,467,421,286,107,282,253,223,137,178
Tax %,26%,26%,31%,32%,33%,35%,2%,27%,23%,22%,26%,31%,
Net Profit+,226,308,351,349,311,274,281,78,217,197,165,94,135
EPS in Rs,6.92,9.42,10.73,10.63,9.63,8.79,9.72,3.19,8.44,7.58,8.44,6.02,7.93
Dividend Payout %,58%,37%,0%,28%,31%,40%,0%,0%,0%,44%,59%,100%,
