Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"15,555","17,540","20,652","25,697","29,954","35,059","37,744","39,640","41,622","45,603","45,843","45,792","46,181"
Expenses+,"2,588","2,613","2,468","3,247","3,993","8,140","4,858","4,734","5,796","6,028","6,599","6,955","8,296"
Operating Profit,"12,967","14,927","18,184","22,450","25,961","26,920","32,886","34,906","35,826","39,576","39,244","38,837","37,884"
OPM %,83%,85%,88%,87%,87%,77%,87%,88%,86%,87%,86%,85%,82%
Other Income+,725,731,656,933,"4,065","1,505","2,820",769,"4,692","1,093","1,138","2,061","2,091"
Interest,"3,254","4,081","5,086","6,204","7,324","8,737","9,509","8,135","8,036","9,634","8,773","8,700","8,302"
Depreciation,"4,079","5,173","6,182","7,722","9,231","10,541","11,607","12,039","12,872","13,333","13,095","12,904","12,765"
Profit before tax,"6,359","6,404","7,572","9,457","13,471","9,147","14,590","15,501","19,610","17,702","18,514","19,294","18,907"
Tax %,28%,21%,21%,21%,39%,-10%,24%,22%,14%,13%,16%,20%,
Net Profit+,"4,548","5,046","5,959","7,451","8,204","10,034","11,059","12,036","16,824","15,420","15,573","15,521","15,201"
EPS in Rs,4.89,5.43,6.41,8.01,8.82,10.79,11.89,12.94,18.09,16.58,16.74,16.69,16.33
Dividend Payout %,30%,21%,20%,31%,33%,43%,47%,52%,61%,67%,67%,54%,
