Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,130,92,67,80,95,101,103,48,84,105,138,163,151
Expenses+,122,86,64,75,88,94,96,65,79,91,123,153,141
Operating Profit,8,6,3,6,7,7,7,-17,6,14,15,10,10
OPM %,6%,6%,5%,7%,7%,6%,7%,-36%,7%,14%,11%,6%,6%
Other Income+,0,0,0,0,0,1,0,0,-1,1,2,5,5
Interest,2,2,2,3,3,3,3,4,4,5,6,7,7
Depreciation,2,2,3,3,3,3,3,3,3,2,2,2,2
Profit before tax,4,2,-1,-0,1,1,2,-24,-2,7,8,6,5
Tax %,28%,42%,16%,95%,70%,-5%,9%,-17%,-170%,17%,15%,-1%,
Net Profit+,3,1,-2,-0,0,2,2,-20,2,6,7,6,6
EPS in Rs,1.75,0.53,-0.91,-0.25,0.16,0.89,0.89,-11.25,1.01,2.79,3.19,2.64,2.45
Dividend Payout %,20%,33%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,
