Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,578","1,799","3,131","3,915","4,546","4,363","2,546","1,328","2,853","3,173","2,125","2,290","1,925"
Expenses+,"1,554","1,782","3,080","3,865","4,480","4,272","2,528","1,312","2,821","3,134","2,089","2,276","1,916"
Operating Profit,25,17,51,50,65,91,18,16,33,39,36,14,8
OPM %,2%,1%,2%,1%,1%,2%,1%,1%,1%,1%,2%,1%,0%
Other Income+,3,10,-1,12,11,7,10,5,7,7,16,12,12
Interest,6,3,12,16,17,9,2,5,4,7,4,4,3
Depreciation,1,1,1,1,0,1,1,2,2,1,1,2,3
Profit before tax,21,24,37,45,59,88,24,14,34,38,47,21,15
Tax %,16%,16%,14%,19%,16%,21%,25%,21%,19%,25%,15%,28%,
Net Profit+,18,20,32,36,49,70,18,11,27,28,40,15,11
EPS in Rs,0.15,0.18,0.29,0.33,0.34,0.49,0.13,0.07,0.18,0.18,0.25,0.09,0.07
Dividend Payout %,10%,8%,5%,5%,4%,3%,0%,11%,4%,4%,3%,53%,
