Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,653,648,619,666,641,757,676,632,"1,082","1,026",960,"1,047","1,000"
Expenses+,565,590,572,621,615,721,668,578,965,"1,006",923,"1,024",978
Operating Profit,89,59,47,46,25,36,8,54,117,20,37,23,22
OPM %,14%,9%,8%,7%,4%,5%,1%,8%,11%,2%,4%,2%,2%
Other Income+,-1,14,12,15,12,15,17,8,22,15,23,22,21
Interest,19,19,19,18,19,17,16,17,21,23,34,37,37
Depreciation,38,35,25,23,18,20,24,24,26,30,34,34,34
Profit before tax,31,18,14,21,1,13,-15,21,92,-18,-8,-26,-28
Tax %,5%,5%,25%,33%,-65%,39%,0%,40%,28%,-13%,15%,-6%,
Net Profit+,29,17,10,14,1,8,-15,13,67,-16,-10,-24,-26
EPS in Rs,7.10,4.02,2.46,3.33,0.24,1.96,-3.68,3.02,16.14,-3.84,-2.35,-5.83,-6.30
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,12%,0%,0%,0%,
