Metric,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,341,127,68,63,60,71,83,104,119,140,125,114,137
Expenses+,334,136,87,64,56,128,81,98,114,137,123,109,129
Operating Profit,8,-8,-19,-1,4,-56,2,6,4,4,2,6,8
OPM %,2%,-7%,-27%,-2%,6%,-79%,3%,6%,4%,3%,1%,5%,6%
Other Income+,1,1,-264,0,-43,23,0,0,0,0,3,0,0
Interest,15,6,3,1,0,0,0,0,0,0,1,1,1
Depreciation,4,4,4,6,2,1,1,1,1,1,2,2,2
Profit before tax,-10,-18,-290,-8,-42,-35,1,5,3,3,2,3,5
Tax %,19%,15%,0%,12%,-15%,-5%,-39%,13%,11%,7%,2%,4%,
Net Profit+,-12,-21,-290,-8,-35,-33,1,4,3,2,2,3,5
EPS in Rs,-1.64,-1.46,-20.46,-0.57,-2.36,-11.07,0.49,1.36,0.87,0.81,0.57,0.90,1.79
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
