Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"2,277","2,470","1,894","1,927","2,558","3,529","3,244","2,660","4,446","5,774","6,420","8,404","8,375"
Expenses+,"2,252","2,319","1,729","1,662","2,175","2,912","2,778","2,143","3,793","5,043","5,383","7,067","7,175"
Operating Profit,25,151,165,265,383,616,465,517,653,731,"1,037","1,337","1,200"
OPM %,1%,6%,9%,14%,15%,17%,14%,19%,15%,13%,16%,16%,14%
Other Income+,22,14,16,12,23,20,28,19,28,41,37,47,48
Interest,80,95,72,51,41,37,46,34,29,53,181,461,440
Depreciation,55,58,62,61,61,66,92,110,121,137,217,346,360
Profit before tax,-88,12,47,165,304,533,355,392,532,582,676,577,448
Tax %,-1%,14%,66%,58%,24%,28%,19%,20%,20%,24%,27%,25%,
Net Profit+,-87,10,16,69,230,383,288,314,426,442,491,435,349
EPS in Rs,-2.51,0.31,0.46,2.01,6.64,11.13,8.31,9.10,11.29,11.70,13.01,11.51,9.24
Dividend Payout %,0%,32%,54%,30%,11%,16%,42%,38%,44%,47%,42%,48%,
