Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,991,510,548,572,370,295,314,278,335,474,557,544,543
Expenses+,"1,048",588,552,583,409,330,315,295,350,437,521,528,529
Operating Profit,-57,-77,-4,-11,-39,-36,-0,-17,-16,36,37,16,14
OPM %,-6%,-15%,-1%,-2%,-10%,-12%,-0%,-6%,-5%,8%,7%,3%,2%
Other Income+,29,-105,25,17,7,65,95,8,119,22,8,18,18
Interest,49,45,49,45,43,49,43,30,31,22,26,24,24
Depreciation,20,12,12,12,12,9,7,8,5,5,5,5,5
Profit before tax,-97,-240,-39,-52,-87,-28,45,-48,67,31,14,4,2
Tax %,-1%,0%,0%,-0%,0%,0%,0%,0%,0%,0%,0%,6%,
Net Profit+,-97,-240,-39,-52,-87,-28,45,-48,67,31,14,4,2
EPS in Rs,-18.65,-45.19,-7.09,-7.88,-13.12,-4.21,6.82,-7.24,10.15,4.68,2.12,0.56,0.34
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
