Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Revenue+,115,93,44,40,41,58,61,62,75,117,166,216,223
Interest,1,1,1,3,6,12,11,7,11,27,43,65,69
Expenses+,104,80,25,13,9,11,18,15,19,28,37,52,54
Financing Profit,10,12,18,24,26,35,32,40,45,62,86,98,101
Financing Margin %,9%,13%,41%,59%,63%,60%,53%,65%,61%,53%,52%,46%,45%
Other Income+,0,1,0,0,0,0,0,0,0,0,1,0,1
Depreciation,0,0,0,0,0,1,1,1,1,1,1,2,2
Profit before tax,10,12,18,24,26,34,32,39,45,62,86,97,100
Tax %,28%,35%,29%,31%,30%,30%,29%,30%,25%,26%,26%,26%,
Net Profit+,7,8,13,16,18,24,22,28,33,46,63,72,75
EPS in Rs,5.14,5.71,9.33,11.73,10.21,12.86,12.15,14.88,16.13,22.01,27.81,31.64,32.88
Dividend Payout %,-0%,-0%,-0%,3%,5%,5%,7%,7%,15%,11%,9%,9%,
