Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,7.15,10.11,9.03,10.54,13.82,10.39,11.47,14.91,20.62,18.24,24.76,26.57,23.91
Expenses+,5.39,5.85,5.77,10.13,8.65,8.95,12.48,12.87,14.17,12.74,13.80,14.61,14.66
Operating Profit,1.76,4.26,3.26,0.41,5.17,1.44,-1.01,2.04,6.45,5.50,10.96,11.96,9.25
OPM %,24.62%,42.14%,36.10%,3.89%,37.41%,13.86%,-8.81%,13.68%,31.28%,30.15%,44.26%,45.01%,38.69%
Other Income+,-0.64,2.63,0.59,6.55,0.81,2.13,5.77,4.56,3.83,1.62,2.11,0.24,0.03
Interest,0.14,0.29,0.11,0.81,1.58,1.53,1.52,1.53,1.53,0.89,0.08,0.26,0.25
Depreciation,0.67,0.69,0.60,0.53,0.43,0.23,0.30,0.19,0.20,0.37,0.38,0.44,0.33
Profit before tax,0.31,5.91,3.14,5.62,3.97,1.81,2.94,4.88,8.55,5.86,12.61,11.50,8.70
Tax %,3.23%,15.40%,12.10%,5.16%,44.08%,2.76%,28.91%,17.01%,18.60%,40.10%,28.63%,26.43%,
Net Profit+,0.30,4.99,2.76,5.34,2.22,1.77,2.09,4.06,6.96,3.50,9.00,8.46,6.31
EPS in Rs,0.07,1.12,0.62,1.20,0.50,0.40,0.47,0.91,1.57,0.79,2.03,1.91,1.42
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
