Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Revenue+,"1,128","1,422","1,698","2,076","2,413","3,041","3,537","3,458","3,513","4,200","5,362","6,471","7,049"
Interest,760,914,"1,079","1,279","1,418","1,892","2,272","2,172","2,155","2,483","3,434","4,364","4,772"
Expenses+,338,443,550,700,866,949,"1,113","1,223","1,356","1,422","1,586","1,927","2,205"
Financing Profit,31,66,70,97,129,201,152,64,1,295,342,180,72
Financing Margin %,3%,5%,4%,5%,5%,7%,4%,2%,0%,7%,6%,3%,1%
Other Income+,139,166,220,249,310,350,391,446,452,409,474,751,825
Depreciation,18,23,29,39,53,44,51,57,64,77,94,101,0
Profit before tax,151,208,261,307,386,507,492,453,390,628,722,829,897
Tax %,0%,8%,26%,35%,36%,36%,31%,26%,26%,26%,26%,26%,
Net Profit+,151,191,195,200,245,325,338,336,288,466,536,615,670
EPS in Rs,6.05,6.78,6.84,7.00,7.96,10.51,10.89,10.81,9.25,14.95,17.13,19.58,21.30
Dividend Payout %,0%,0%,0%,7%,9%,10%,0%,0%,11%,8%,7%,7%,
