Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,170","1,244","1,393","1,463","1,729","1,955","1,607","1,597","2,065","2,609","3,089","3,550","3,816"
Expenses+,940,"1,054","1,161","1,207","1,436","1,660","1,425","1,381","1,760","2,149","2,447","2,826","3,033"
Operating Profit,229,190,232,255,293,295,182,216,304,460,642,724,783
OPM %,20%,15%,17%,17%,17%,15%,11%,14%,15%,18%,21%,20%,21%
Other Income+,10,17,18,26,24,22,20,19,29,47,85,111,109
Interest,38,32,26,20,16,14,12,13,11,19,30,34,34
Depreciation,101,96,93,90,90,94,103,103,102,95,108,120,123
Profit before tax,101,79,131,171,211,209,86,120,220,393,589,682,736
Tax %,31%,28%,30%,31%,34%,34%,15%,26%,26%,25%,26%,24%,
Net Profit+,70,57,92,118,139,138,73,89,164,294,439,516,549
EPS in Rs,15.58,12.82,20.50,26.42,31.07,30.97,16.34,19.85,37.18,66.70,100.47,115.02,122.59
Dividend Payout %,11%,14%,10%,13%,16%,16%,18%,15%,13%,11%,10%,9%,
