Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,263,360,441,449,469,542,569,626,531,492,526,591,649
Expenses+,245,292,360,439,392,453,465,453,532,626,679,514,525
Operating Profit,18,68,81,10,77,89,104,173,-1,-134,-153,77,124
OPM %,7%,19%,18%,2%,16%,16%,18%,28%,-0%,-27%,-29%,13%,19%
Other Income+,8,4,3,10,10,10,9,14,9,5,4,5,8
Interest,12,12,4,3,2,5,13,10,7,11,8,6,4
Depreciation,38,45,46,48,50,51,66,69,75,81,87,103,104
Profit before tax,-23,15,33,-30,34,42,34,108,-73,-221,-244,-26,24
Tax %,4%,16%,27%,-136%,66%,60%,68%,47%,-1%,-6%,-1%,29%,
Net Profit+,-24,13,24,11,12,17,11,57,-73,-207,-242,-34,9
EPS in Rs,-9.94,5.19,8.05,3.51,3.70,5.35,3.32,18.16,-23.81,-58.71,-68.30,-9.19,2.30
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
