Metric,Mar 2010,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,233,226,170,127,83,38,26,13,15,5,6,9,10
Expenses+,229,235,166,121,78,46,28,18,19,10,9,15,17
Operating Profit,4,-10,4,6,5,-8,-2,-5,-5,-5,-3,-6,-7
OPM %,2%,-4%,2%,5%,6%,-21%,-7%,-41%,-33%,-96%,-59%,-61%,-69%
Other Income+,-0,7,8,7,9,8,10,-2,9,181,28,75,78
Interest,16,23,23,15,13,13,13,14,19,8,1,0,0
Depreciation,17,18,7,4,3,3,2,1,1,1,0,0,0
Profit before tax,-29,-44,-18,-6,-3,-16,-7,-23,-15,167,24,68,71
Tax %,-33%,-23%,-20%,33%,139%,6%,-16%,-5%,7%,1%,13%,-1%,
Net Profit+,-19,-34,-14,-8,-8,-17,-6,-22,-16,165,21,69,72
EPS in Rs,-5.84,-10.16,-4.30,-2.52,-2.49,-5.21,-1.79,-6.52,-4.97,50.09,6.38,20.97,21.71
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
