Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"2,515","2,106","2,247","2,006","1,247",775,533,756,"1,103",974,"1,087","1,418","1,401"
Expenses+,"2,257","1,859","2,041","1,846","1,135",659,436,628,994,863,843,"1,123","1,101"
Operating Profit,258,248,206,160,112,116,98,128,110,110,244,295,300
OPM %,10%,12%,9%,8%,9%,15%,18%,17%,10%,11%,22%,21%,21%
Other Income+,27,32,24,18,13,24,28,-44,24,16,18,8,9
Interest,31,26,26,23,17,13,21,4,18,28,23,24,26
Depreciation,145,166,173,132,87,82,78,64,105,69,66,70,71
Profit before tax,108,87,31,22,21,45,26,15,10,28,172,210,213
Tax %,24%,29%,39%,66%,56%,35%,8%,-64%,98%,14%,6%,5%,
Net Profit+,82,62,19,8,9,29,24,24,0,24,161,199,204
EPS in Rs,2.72,1.85,0.68,0.40,0.40,1.08,0.91,1.51,0.00,0.91,6.05,7.46,7.66
Dividend Payout %,4%,5%,14%,25%,24%,11%,11%,7%,"3,750%",11%,2%,1%,
