Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,209","1,355","1,019","1,434","2,150","3,052","2,645","2,308","4,211","5,716","5,404","5,269","5,130"
Expenses+,"1,120","1,249",980,"1,209","1,839","2,383","2,135","1,867","3,628","4,705","4,205","4,361","4,285"
Operating Profit,89,105,38,225,311,669,509,441,583,"1,011","1,199",908,845
OPM %,7%,8%,4%,16%,14%,22%,19%,19%,14%,18%,22%,17%,16%
Other Income+,64,74,57,76,99,-117,-197,-91,111,88,142,196,277
Interest,5,20,26,34,42,39,64,56,45,38,8,3,2
Depreciation,37,31,71,71,76,80,88,121,138,138,110,101,101
Profit before tax,111,129,-2,196,292,433,161,173,511,924,"1,223","1,000","1,019"
Tax %,13%,29%,"1,521%",41%,31%,53%,29%,30%,-35%,17%,22%,22%,
Net Profit+,102,118,-24,116,200,202,115,121,692,768,952,777,784
EPS in Rs,7.39,8.79,-1.81,9.21,15.73,17.48,6.26,7.32,51.62,57.07,71.00,58.03,58.49
Dividend Payout %,40%,28%,-69%,27%,19%,17%,20%,24%,5%,9%,14%,17%,
