Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,547","1,669","1,661","1,529","1,599","1,811","1,596",494,985,"2,019","2,511","2,743","2,799"
Expenses+,"1,211","1,338","1,315","1,265","1,298","1,405","1,301",847,"1,019","1,419","1,584","1,715","1,778"
Operating Profit,336,331,345,263,300,406,295,-354,-34,599,927,"1,028","1,021"
OPM %,22%,20%,21%,17%,19%,22%,18%,-72%,-3%,30%,37%,37%,36%
Other Income+,34,28,41,61,121,8,73,49,100,16,141,156,77
Interest,53,46,28,18,23,50,56,41,35,36,19,21,23
Depreciation,135,168,133,128,117,133,146,129,124,126,131,134,135
Profit before tax,182,145,224,178,281,231,166,-476,-93,454,917,"1,028",940
Tax %,39%,54%,36%,34%,30%,36%,1%,-21%,2%,27%,26%,25%,
Net Profit+,120,76,143,118,196,149,165,-375,-95,329,678,770,694
EPS in Rs,1.71,1.01,2.10,1.65,2.87,2.10,2.38,-5.91,-1.56,5.03,10.22,11.82,10.63
Dividend Payout %,68%,100%,48%,50%,29%,39%,0%,0%,0%,22%,12%,13%,
