Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,144,79,137,134,231,318,201,158,302,477,410,376,435
Expenses+,118,80,111,109,188,259,163,126,238,362,292,270,312
Operating Profit,26,-1,26,25,44,59,38,32,64,114,117,106,123
OPM %,18%,-2%,19%,19%,19%,19%,19%,20%,21%,24%,29%,28%,28%
Other Income+,1,2,0,1,2,1,0,1,0,2,3,4,9
Interest,11,12,14,10,11,10,5,4,2,4,1,1,1
Depreciation,15,12,12,12,15,16,16,14,18,18,18,13,13
Profit before tax,1,-23,0,4,19,35,17,16,45,95,101,97,120
Tax %,26%,-18%,69%,29%,-10%,29%,53%,23%,26%,25%,26%,26%,
Net Profit+,0,-18,0,3,21,25,8,12,33,71,75,72,89
EPS in Rs,0.05,-2.03,0.01,0.29,2.06,2.47,0.79,1.19,3.29,6.97,7.41,7.13,8.80
Dividend Payout %,0%,0%,0%,41%,13%,16%,15%,23%,19%,28%,19%,20%,
