Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,26.57,23.57,24.74,27.32,23.78,17.31,25.78,20.47,25.12,26.97,28.22,31.56,24.20
Expenses+,21.79,19.59,21.98,23.58,20.50,14.74,21.91,17.12,21.97,23.33,25.58,27.43,21.19
Operating Profit,4.78,3.98,2.76,3.74,3.28,2.57,3.87,3.35,3.15,3.64,2.64,4.13,3.01
OPM %,17.99%,16.89%,11.16%,13.69%,13.79%,14.85%,15.01%,16.37%,12.54%,13.50%,9.36%,13.09%,12.44%
Other Income+,1.22,1.19,6.30,1.32,0.96,0.84,0.82,1.48,2.19,1.80,2.45,1.99,1.68
Interest,1.04,0.19,0.67,0.15,0.08,0.30,0.11,0.20,0.25,0.79,0.26,0.67,0.72
Depreciation,1.46,2.35,2.13,2.10,1.84,1.52,1.35,1.46,1.28,1.23,1.15,1.39,1.64
Profit before tax,3.50,2.63,6.26,2.81,2.32,1.59,3.23,3.17,3.81,3.42,3.68,4.06,2.33
Tax %,26.29%,38.78%,30.99%,40.57%,40.52%,27.67%,27.55%,24.61%,23.36%,25.44%,25.27%,23.89%,
Net Profit+,2.58,1.61,4.32,1.67,1.38,1.16,2.34,2.39,2.92,2.54,2.75,3.09,1.81
EPS in Rs,3.89,2.43,6.51,2.52,2.08,1.75,3.53,3.60,4.40,3.83,4.14,4.66,2.72
Dividend Payout %,51.24%,41.06%,38.25%,39.58%,0.00%,0.00%,0.00%,0.00%,45.27%,52.05%,48.07%,48.13%,
