Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,824,748,458,515,578,661,653,549,783,"1,164","1,394","1,434","1,530"
Expenses+,654,653,580,609,575,605,705,495,671,"1,027","1,208","1,179","1,231"
Operating Profit,170,95,-122,-94,3,56,-52,54,112,137,185,255,299
OPM %,21%,13%,-27%,-18%,1%,8%,-8%,10%,14%,12%,13%,18%,20%
Other Income+,4,2,3,2,33,5,485,11,24,85,11,18,20
Interest,64,97,125,157,152,184,129,71,62,40,27,12,11
Depreciation,25,28,39,38,37,37,33,33,33,32,32,31,30
Profit before tax,85,-28,-283,-288,-153,-160,271,-39,41,150,138,230,278
Tax %,31%,44%,-0%,-3%,-1%,-0%,1%,-0%,-10%,-0%,0%,-0%,
Net Profit+,58,-40,-282,-280,-151,-160,270,-38,45,150,138,230,278
EPS in Rs,4.71,-3.22,-22.58,-22.41,-12.11,-12.75,21.56,-3.06,2.85,8.09,7.16,11.86,14.37
Dividend Payout %,17%,-2%,0%,0%,0%,0%,0%,0%,4%,3%,7%,8%,
