Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"2,155","2,447","2,396","2,755","3,103","3,564","3,578","3,005","3,650","4,289","4,992","5,457","5,580"
Expenses+,"1,847","2,108","2,048","2,350","2,630","3,040","3,079","2,618","3,144","3,712","4,302","4,672","4,774"
Operating Profit,308,339,348,404,473,524,499,387,506,577,691,785,805
OPM %,14%,14%,15%,15%,15%,15%,14%,13%,14%,13%,14%,14%,14%
Other Income+,6,4,22,2,2,3,2,4,3,4,14,5,6
Interest,99,104,96,90,88,99,108,98,92,105,101,92,89
Depreciation,87,87,99,116,137,146,156,151,157,171,173,170,173
Profit before tax,128,150,174,201,250,282,237,142,259,305,431,529,548
Tax %,23%,25%,19%,25%,26%,26%,26%,26%,26%,27%,27%,25%,
Net Profit+,99,113,142,151,185,209,175,106,192,224,316,394,411
EPS in Rs,2.27,2.61,3.29,3.25,3.99,4.48,3.74,2.29,4.16,4.84,6.84,8.55,8.90
Dividend Payout %,10%,10%,8%,10%,10%,10%,13%,15%,12%,13%,15%,15%,
