Metric,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,206,219,347,351,269,434,608,702,"2,249","2,126","1,252","3,135","4,641"
Expenses+,191,193,291,308,266,335,434,477,"1,275","1,733",932,"2,353","3,513"
Operating Profit,15,26,57,42,3,99,174,225,974,392,320,782,"1,128"
OPM %,7%,12%,16%,12%,1%,23%,29%,32%,43%,18%,26%,25%,24%
Other Income+,12,23,17,4,23,10,13,18,35,59,83,80,56
Interest,1,2,0,2,0,7,5,6,38,28,20,117,219
Depreciation,19,19,18,10,9,12,12,13,56,64,58,121,197
Profit before tax,7,27,56,35,16,90,169,224,915,360,325,624,769
Tax %,244%,14%,35%,20%,57%,33%,34%,34%,26%,25%,27%,24%,
Net Profit+,-11,23,36,25,7,61,111,147,675,271,239,471,600
EPS in Rs,-0.16,0.53,0.78,0.54,0.16,1.27,2.33,3.09,13.89,5.57,4.93,9.67,12.32
Dividend Payout %,0%,0%,7%,10%,36%,4%,6%,4%,1%,5%,7%,4%,
