Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,38,43,74,83,95,116,157,180,271,385,369,395,437
Expenses+,29,34,56,69,76,96,127,141,206,314,317,326,349
Operating Profit,9,9,18,15,19,20,29,39,66,71,51,68,88
OPM %,22%,21%,24%,18%,20%,17%,19%,22%,24%,18%,14%,17%,20%
Other Income+,-0,0,-1,1,2,5,8,15,18,13,15,13,23
Interest,0,0,0,0,0,0,2,3,5,8,6,2,2
Depreciation,1,3,3,3,2,3,10,16,18,30,29,27,26
Profit before tax,7,6,15,13,19,22,26,35,61,47,31,53,83
Tax %,4%,12%,11%,-6%,11%,14%,17%,-5%,9%,23%,27%,28%,
Net Profit+,7,6,13,13,17,19,21,37,55,36,22,38,63
EPS in Rs,14.33,10.99,25.86,7.52,6.97,7.87,8.82,15.34,22.75,14.83,9.25,15.58,26.16
Dividend Payout %,1%,1%,1%,2%,7%,1%,0%,20%,4%,7%,11%,6%,
