Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,224.74,198.20,176.53,173.96,180.98,178.68,139.44,111.58,13.96,17.12,16.40,21.97,21.57
Expenses+,210.39,190.18,166.00,164.26,176.68,175.92,143.85,115.74,75.90,25.48,23.38,29.90,29.23
Operating Profit,14.35,8.02,10.53,9.70,4.30,2.76,-4.41,-4.16,-61.94,-8.36,-6.98,-7.93,-7.66
OPM %,6.39%,4.05%,5.96%,5.58%,2.38%,1.54%,-3.16%,-3.73%,-443.70%,-48.83%,-42.56%,-36.09%,-35.51%
Other Income+,1.18,2.82,1.01,1.46,1.79,2.17,2.50,3.61,90.78,0.96,7.96,3.20,4.53
Interest,7.79,6.22,5.39,4.50,4.57,4.95,4.18,4.10,0.25,0.07,0.05,0.06,0.05
Depreciation,7.22,6.53,6.54,6.31,5.90,6.29,6.37,5.92,0.73,0.57,0.60,0.49,0.49
Profit before tax,0.52,-1.91,-0.39,0.35,-4.38,-6.31,-12.46,-10.57,27.86,-8.04,0.33,-5.28,-3.67
Tax %,-3.85%,30.89%,-220.51%,280.00%,-39.73%,-22.98%,-10.59%,0.00%,21.64%,1.74%,-100.00%,-2.84%,
Net Profit+,0.54,-2.51,0.46,-0.64,-2.63,-4.86,-11.15,-10.58,21.84,-8.17,0.65,-5.12,-3.53
EPS in Rs,0.32,-1.49,0.27,-0.38,-1.56,-2.89,-6.62,-6.28,12.97,-4.85,0.39,-3.04,-2.09
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
