Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,904,973,"1,015","1,093","1,120","1,149",975,"1,313","1,475","1,143","1,217","1,239","1,213"
Expenses+,774,835,883,954,965,998,861,"1,055","1,207","1,054","1,099","1,108","1,088"
Operating Profit,130,138,132,139,155,151,114,257,269,89,118,131,125
OPM %,14%,14%,13%,13%,14%,13%,12%,20%,18%,8%,10%,11%,10%
Other Income+,7,5,4,3,2,2,7,7,11,16,13,18,17
Interest,25,24,19,11,8,19,19,13,19,23,21,21,21
Depreciation,11,15,15,16,16,15,19,14,14,13,15,14,15
Profit before tax,102,104,102,115,134,119,84,237,247,69,95,113,106
Tax %,35%,35%,35%,37%,36%,38%,26%,26%,22%,22%,26%,26%,
Net Profit+,66,68,66,72,86,74,62,175,192,54,70,83,78
EPS in Rs,8.31,8.57,8.29,9.09,10.84,9.33,7.78,22.04,24.12,6.76,8.77,10.47,9.85
Dividend Payout %,30%,32%,33%,30%,28%,32%,39%,23%,12%,44%,34%,29%,
