Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,289,307,360,375,426,464,469,340,458,594,615,637,679
Expenses+,246,269,264,306,318,347,380,265,363,477,508,519,544
Operating Profit,42,38,96,69,108,117,89,75,96,117,107,118,134
OPM %,15%,13%,27%,18%,25%,25%,19%,22%,21%,20%,17%,18%,20%
Other Income+,1,2,10,4,10,14,9,30,29,20,80,48,50
Interest,6,7,12,0,0,0,0,0,0,0,0,1,1
Depreciation,5,6,5,6,6,7,7,5,6,6,6,5,5
Profit before tax,33,28,88,67,111,123,91,100,118,132,181,160,179
Tax %,34%,35%,34%,35%,34%,33%,25%,20%,21%,24%,16%,19%,
Net Profit+,22,19,58,44,73,82,68,80,93,100,152,129,143
EPS in Rs,9.41,8.14,25.46,19.06,31.83,36.10,29.76,35.13,40.95,43.80,66.46,56.48,62.67
Dividend Payout %,11%,16%,5%,10%,6%,7%,8%,9%,10%,11%,8%,13%,
