Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,213,221,229,214,256,277,241,177,328,460,461,396,421
Expenses+,185,205,229,217,241,260,235,164,306,418,408,319,349
Operating Profit,27,17,-0,-3,15,18,5,13,22,42,53,77,73
OPM %,13%,8%,-0%,-1%,6%,6%,2%,7%,7%,9%,11%,19%,17%
Other Income+,3,-27,-14,130,0,1,1,6,0,48,7,1,1
Interest,36,38,53,0,0,0,1,2,3,4,5,32,33
Depreciation,19,25,24,24,14,15,16,17,15,17,44,46,49
Profit before tax,-25,-73,-92,103,1,3,-10,0,5,69,11,-0,-9
Tax %,-25%,0%,0%,0%,19%,102%,167%,-543%,-10%,-2%,-131%,"-8,736%",
Net Profit+,-19,-73,-92,103,1,-0,-27,1,5,71,25,10,4
EPS in Rs,-4.25,-16.51,-20.64,23.23,0.17,-0.01,-6.17,0.30,1.16,14.23,4.19,1.43,0.66
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
