Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,221,234,253,285,355,528,479,541,786,945,943,"1,079","1,101"
Expenses+,202,212,222,249,314,473,437,479,734,858,863,977,996
Operating Profit,18,22,30,36,41,55,42,61,52,87,80,101,105
OPM %,8%,10%,12%,13%,12%,10%,9%,11%,7%,9%,8%,9%,10%
Other Income+,1,1,1,3,4,7,7,8,10,4,16,15,23
Interest,4,5,4,4,8,10,11,9,14,17,22,22,23
Depreciation,6,10,12,12,12,15,20,11,14,17,15,17,18
Profit before tax,9,8,15,23,25,38,18,49,35,57,58,77,87
Tax %,36%,35%,38%,29%,36%,34%,30%,23%,33%,28%,26%,27%,
Net Profit+,6,5,9,16,16,25,13,37,23,41,43,56,66
EPS in Rs,0.93,0.80,1.38,2.46,2.40,3.78,1.92,5.31,3.23,5.72,6.05,7.61,9.11
Dividend Payout %,27%,31%,36%,21%,21%,13%,26%,10%,15%,9%,8%,7%,
