Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,011","1,047","1,116",986,"1,036","1,158",977,875,"1,014","1,262","1,461","1,700","1,690"
Expenses+,906,922,975,862,926,"1,025",851,756,889,"1,105","1,268","1,445","1,434"
Operating Profit,105,125,141,124,110,134,126,119,125,157,193,255,257
OPM %,10%,12%,13%,13%,11%,12%,13%,14%,12%,12%,13%,15%,15%
Other Income+,5,5,5,5,4,4,4,4,4,4,3,4,5
Interest,59,70,78,68,51,58,61,64,68,75,90,90,89
Depreciation,13,16,19,24,23,32,37,45,47,38,39,42,44
Profit before tax,38,44,48,37,40,48,31,14,14,47,68,128,130
Tax %,25%,21%,24%,30%,32%,32%,28%,27%,44%,35%,36%,26%,
Net Profit+,28,35,37,26,28,33,22,10,8,30,44,94,95
EPS in Rs,15.28,18.64,7.89,4.01,4.27,5.06,3.39,1.55,1.21,4.69,6.77,14.58,14.81
Dividend Payout %,1%,1%,1%,37%,23%,4%,4%,10%,12%,21%,15%,7%,
