Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,2.79,3.68,3.24,3.84,3.78,2.99,3.23,3.35,4.30,3.48,5.09,7.07,6.52
Expenses+,3.11,3.28,2.95,3.13,3.11,2.80,2.54,2.35,2.67,2.41,2.83,3.02,3.11
Operating Profit,-0.32,0.40,0.29,0.71,0.67,0.19,0.69,1.00,1.63,1.07,2.26,4.05,3.41
OPM %,-11.47%,10.87%,8.95%,18.49%,17.72%,6.35%,21.36%,29.85%,37.91%,30.75%,44.40%,57.28%,52.30%
Other Income+,1.03,1.57,1.07,1.13,1.00,0.72,0.09,-0.34,0.39,-0.26,0.03,-0.07,-0.06
Interest,0.03,0.04,0.10,0.06,0.04,0.06,0.03,0.08,0.05,0.03,0.03,0.02,0.02
Depreciation,0.12,0.21,0.12,0.11,0.11,0.11,0.11,0.09,0.13,0.10,0.10,0.11,0.12
Profit before tax,0.56,1.72,1.14,1.67,1.52,0.74,0.64,0.49,1.84,0.68,2.16,3.85,3.21
Tax %,21.43%,9.30%,11.40%,16.77%,21.71%,4.05%,4.69%,18.37%,10.87%,25.00%,9.72%,0.52%,
Net Profit+,0.44,1.56,1.02,1.38,1.20,0.70,0.60,0.40,1.63,0.51,1.94,3.84,3.22
EPS in Rs,0.15,0.53,0.35,0.47,0.41,0.24,0.20,0.14,0.55,0.17,0.66,1.30,1.09
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
