Metric,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2021,Mar 2022,Mar 2023,Mar 2024,TTM
Sales+,80,82,106,142,141,161,163,198,322,299,354,367,371
Expenses+,54,56,77,104,120,137,159,185,253,254,301,329,333
Operating Profit,25,26,29,38,21,24,4,13,69,45,53,38,39
OPM %,32%,31%,28%,27%,15%,15%,2%,7%,22%,15%,15%,10%,10%
Other Income+,1,-0,15,4,3,5,3,2,-0,11,4,5,6
Interest,1,1,2,9,8,7,6,7,16,10,12,14,15
Depreciation,2,2,3,4,10,10,9,10,12,12,14,14,14
Profit before tax,23,23,39,29,6,12,-8,-2,41,33,31,15,16
Tax %,21%,18%,22%,29%,29%,21%,-83%,-115%,20%,10%,11%,17%,
Net Profit+,18,19,30,20,4,10,-1,0,33,30,28,13,14
EPS in Rs,4.93,5.08,8.25,5.57,1.17,2.60,-0.36,0.07,8.97,8.18,7.33,3.38,3.67
Dividend Payout %,8%,8%,6%,9%,43%,19%,-56%,0%,3%,4%,5%,9%,
