Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,5.06,5.60,4.83,2.80,6.45,3.28,3.11,3.09,1.42,1.92,2.28,3.90,4.16
Expenses+,4.41,4.53,4.14,2.09,1.91,5.28,3.76,1.71,1.67,1.79,1.44,1.48,1.86
Operating Profit,0.65,1.07,0.69,0.71,4.54,-2.00,-0.65,1.38,-0.25,0.13,0.84,2.42,2.30
OPM %,12.85%,19.11%,14.29%,25.36%,70.39%,-60.98%,-20.90%,44.66%,-17.61%,6.77%,36.84%,62.05%,55.29%
Other Income+,1.84,0.44,0.20,6.72,0.06,0.46,0.37,0.06,6.59,0.83,1.96,0.96,1.88
Interest,0.50,0.33,0.14,0.14,0.07,0.06,0.08,0.08,0.07,0.06,0.08,0.08,0.08
Depreciation,0.08,0.15,0.14,0.14,0.14,0.14,0.35,0.34,0.33,0.36,0.36,0.37,0.36
Profit before tax,1.91,1.03,0.61,7.15,4.39,-1.74,-0.71,1.02,5.94,0.54,2.36,2.93,3.74
Tax %,3.66%,10.68%,16.39%,4.48%,29.61%,6.90%,15.49%,627.45%,1.68%,29.63%,13.56%,52.22%,
Net Profit+,1.75,0.90,0.51,6.84,3.10,-1.87,-0.81,-5.38,5.84,0.38,2.04,1.40,2.10
EPS in Rs,1.34,0.69,0.39,5.25,2.38,-1.44,-0.62,-4.13,4.48,0.29,1.57,1.07,1.61
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
