Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,33,38,37,33,43,52,79,73,77,89,101,108,109
Expenses+,24,29,29,27,37,42,69,53,63,73,79,85,88
Operating Profit,9,10,9,6,6,10,10,21,14,16,21,23,21
OPM %,28%,26%,23%,17%,13%,20%,12%,29%,18%,18%,21%,21%,19%
Other Income+,0,0,2,1,1,1,4,1,4,3,2,1,1
Interest,0,0,0,0,1,0,1,1,1,2,3,3,3
Depreciation,1,1,1,1,1,1,1,2,1,2,1,1,1
Profit before tax,8,9,10,6,6,10,12,19,15,16,19,20,18
Tax %,37%,35%,29%,40%,40%,25%,48%,27%,3%,26%,26%,31%,
Net Profit+,5,6,7,4,4,8,6,13,15,12,14,14,13
EPS in Rs,95.99,100.80,129.71,78.32,3.95,4.87,3.79,7.73,8.51,6.93,8.10,7.47,7.53
Dividend Payout %,10%,10%,8%,1%,13%,10%,7%,5%,0%,0%,0%,0%,
