Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Revenue+,5,7,10,15,34,58,73,77,80,94,127,155,159
Interest,1,2,4,6,11,23,30,31,31,37,51,62,65
Expenses+,2,2,3,4,11,15,18,20,22,32,44,56,61
Financing Profit,2,2,3,4,11,20,25,26,28,24,32,37,34
Financing Margin %,37%,34%,28%,30%,34%,34%,34%,34%,34%,26%,25%,24%,21%
Other Income+,0,0,0,0,0,0,0,0,0,0,0,0,4
Depreciation,0,0,0,0,0,1,2,2,2,3,6,7,7
Profit before tax,2,2,3,4,11,19,22,24,26,21,26,30,31
Tax %,29%,32%,32%,33%,27%,25%,20%,21%,20%,19%,19%,19%,
Net Profit+,1,2,2,3,8,15,18,19,20,17,21,24,25
EPS in Rs,1.05,1.36,1.65,2.08,6.22,11.26,13.82,14.48,15.63,13.12,15.83,15.57,16.90
Dividend Payout %,0%,18%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
