Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,568,210,205,218,322,261,212,160,160,290,369,47,76
Expenses+,677,473,454,376,396,455,361,244,277,317,285,285,341
Operating Profit,-109,-263,-250,-158,-74,-194,-150,-84,-117,-27,84,-238,-265
OPM %,-19%,-126%,-122%,-73%,-23%,-74%,-71%,-52%,-73%,-9%,23%,-509%,-347%
Other Income+,"1,084",828,765,274,179,200,135,41,56,70,155,221,246
Interest,82,26,43,23,10,4,1,1,0,1,1,1,1
Depreciation,43,45,41,33,30,26,25,19,12,23,28,29,30
Profit before tax,850,493,432,61,65,-24,-40,-62,-74,20,211,-48,-50
Tax %,6%,13%,24%,62%,82%,47%,17%,3%,1%,212%,-1%,2%,
Net Profit+,865,426,328,23,12,-35,-46,-63,-56,-27,210,-47,-59
EPS in Rs,188.70,92.61,71.08,5.02,2.62,-7.65,-9.99,-13.74,-11.54,-3.54,48.29,-7.20,-6.69
Dividend Payout %,4%,18%,7%,40%,76%,-26%,-20%,-15%,0%,-57%,4%,-17%,
