Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,412,451,308,314,433,614,606,518,580,794,"1,068","1,574","1,706"
Expenses+,431,486,351,362,436,571,561,501,559,746,978,"1,450","1,594"
Operating Profit,-20,-35,-44,-48,-3,42,45,17,20,48,89,123,112
OPM %,-5%,-8%,-14%,-15%,-1%,7%,7%,3%,4%,6%,8%,8%,7%
Other Income+,-29,4,2,92,31,3,3,3,4,16,8,11,26
Interest,42,61,74,20,4,8,11,7,6,7,6,11,14
Depreciation,11,9,9,10,9,9,11,9,10,9,9,12,13
Profit before tax,-101,-101,-124,15,15,29,26,3,8,48,82,111,110
Tax %,-0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-4%,22%,
Net Profit+,-101,-101,-124,15,15,29,26,3,8,48,86,87,80
EPS in Rs,-8.05,-8.06,-9.89,1.17,1.03,1.70,1.43,0.16,0.42,2.46,2.82,2.85,2.63
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
