Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,313","1,472",313,308,343,439,377,313,66,44,67,315,311
Expenses+,"1,199","1,320",319,281,305,387,441,344,188,99,141,302,301
Operating Profit,113,152,-6,27,38,52,-64,-31,-122,-55,-75,14,10
OPM %,9%,10%,-2%,9%,11%,12%,-17%,-10%,-184%,-125%,-111%,4%,3%
Other Income+,11,5,24,33,6,8,77,9,-249,7,305,28,26
Interest,78,94,48,24,21,27,34,38,38,37,27,30,32
Depreciation,31,40,13,11,12,12,13,12,10,9,7,7,7
Profit before tax,15,22,-43,26,11,21,-34,-71,-418,-95,196,4,-3
Tax %,32%,79%,1%,6%,33%,-11%,-45%,-4%,3%,-4%,-30%,31%,
Net Profit+,10,5,-44,25,8,23,-18,-68,-431,-91,254,3,-2
EPS in Rs,2.61,1.24,-11.44,6.49,1.99,6.08,-4.86,-17.97,-113.17,-23.89,38.12,0.43,-0.34
Dividend Payout %,15%,0%,0%,12%,46%,8%,0%,0%,0%,0%,0%,0%,
