Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,389,477,582,652,721,742,857,783,930,878,936,993,885
Expenses+,280,345,420,489,513,542,641,584,686,747,839,893,852
Operating Profit,109,132,162,163,208,200,216,199,244,131,97,100,33
OPM %,28%,28%,28%,25%,29%,27%,25%,25%,26%,15%,10%,10%,4%
Other Income+,12,23,-10,29,11,36,43,37,44,34,23,38,45
Interest,4,1,6,8,4,1,3,2,3,3,3,2,2
Depreciation,24,30,31,29,31,32,38,40,42,41,35,32,33
Profit before tax,93,123,115,155,183,204,218,194,243,120,82,103,42
Tax %,34%,34%,46%,35%,35%,36%,36%,32%,25%,27%,31%,28%,
Net Profit+,61,81,62,100,119,131,139,132,182,88,56,75,30
EPS in Rs,10.31,13.58,10.62,17.14,19.94,21.97,23.36,22.04,30.42,14.79,9.45,12.49,5.11
Dividend Payout %,10%,11%,16%,12%,11%,10%,95%,11%,10%,473%,90%,24%,
