Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,63.47,53.36,143.77,155.60,58.43,36.81,43.72,17.84,48.76,175.68,8.47,27.20,41.90
Expenses+,30.97,64.53,140.32,110.98,67.40,80.94,64.42,31.38,41.51,46.28,20.41,34.74,40.80
Operating Profit,32.50,-11.17,3.45,44.62,-8.97,-44.13,-20.70,-13.54,7.25,129.40,-11.94,-7.54,1.10
OPM %,51.21%,-20.93%,2.40%,28.68%,-15.35%,-119.89%,-47.35%,-75.90%,14.87%,73.66%,-140.97%,-27.72%,2.63%
Other Income+,-3.77,2.96,53.44,2.09,0.45,-11.20,1.66,-3.80,-33.45,216.10,80.23,4.71,5.82
Interest,20.31,21.84,51.18,47.18,50.88,59.25,69.15,61.32,68.16,10.09,5.39,3.98,11.11
Depreciation,0.21,0.60,1.16,1.11,1.09,1.71,2.46,1.96,0.87,1.12,1.90,2.04,2.45
Profit before tax,8.21,-30.65,4.55,-1.58,-60.49,-116.29,-90.65,-80.62,-95.23,334.29,61.00,-8.85,-6.64
Tax %,65.90%,8.58%,92.75%,-620.25%,2.61%,0.03%,2.98%,0.00%,0.00%,7.42%,-8.13%,-3.16%,
Net Profit+,2.81,-33.29,0.33,8.22,-62.06,-116.32,-93.36,-80.62,-95.22,309.51,65.96,-8.56,-6.43
EPS in Rs,0.11,-1.04,0.01,0.34,-2.53,-4.75,-2.48,-2.30,-2.43,8.79,2.55,-0.26,-0.17
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
