Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,230,278,335,489,613,601,604,473,491,353,436,628,679
Expenses+,207,251,314,460,566,542,564,448,475,333,407,598,642
Operating Profit,23,27,20,29,48,59,40,26,16,20,28,31,37
OPM %,10%,10%,6%,6%,8%,10%,7%,5%,3%,6%,6%,5%,5%
Other Income+,0,1,1,1,4,16,15,8,13,12,7,11,11
Interest,5,10,8,9,10,10,7,4,6,11,15,22,24
Depreciation,2,3,3,3,3,3,3,4,4,9,12,12,13
Profit before tax,17,15,11,18,38,62,45,26,19,11,8,8,11
Tax %,34%,36%,40%,46%,37%,38%,24%,30%,30%,38%,43%,40%,
Net Profit+,11,10,7,10,24,38,34,18,14,7,5,4,7
EPS in Rs,1.82,1.64,1.16,1.64,4.04,6.38,5.75,2.96,2.00,0.99,0.67,0.67,1.08
Dividend Payout %,0%,2%,6%,4%,2%,4%,4%,17%,17%,26%,36%,33%,
