Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,87,102,110,127,141,182,196,219,368,517,569,533,529
Expenses+,77,85,82,98,111,148,162,178,297,404,421,406,411
Operating Profit,9,16,28,29,30,34,35,41,71,113,148,127,117
OPM %,11%,16%,26%,23%,21%,19%,18%,19%,19%,22%,26%,24%,22%
Other Income+,3,5,2,10,5,1,-11,17,6,7,17,24,29
Interest,0,0,0,0,1,1,1,1,1,1,1,1,1
Depreciation,0,0,1,1,1,1,1,1,3,4,6,9,10
Profit before tax,11,20,29,38,34,34,22,56,73,115,158,141,135
Tax %,30%,28%,31%,24%,29%,28%,35%,20%,22%,22%,23%,23%,
Net Profit+,8,15,20,29,24,24,14,45,57,90,121,109,105
EPS in Rs,0.06,0.11,0.16,0.23,0.20,0.20,0.12,0.38,0.50,0.80,1.08,0.94,0.91
Dividend Payout %,9%,9%,13%,4%,10%,5%,4%,8%,8%,10%,15%,8%,
