Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,36.50,38.74,37.03,36.50,38.62,47.56,33.76,38.79,37.98,39.24,30.91,30.04,31.05
Expenses+,33.46,34.42,33.63,32.45,35.44,45.05,32.21,36.22,35.94,37.76,29.33,28.24,28.72
Operating Profit,3.04,4.32,3.40,4.05,3.18,2.51,1.55,2.57,2.04,1.48,1.58,1.80,2.33
OPM %,8.33%,11.15%,9.18%,11.10%,8.23%,5.28%,4.59%,6.63%,5.37%,3.77%,5.11%,5.99%,7.50%
Other Income+,0.31,0.10,0.72,0.04,0.01,0.43,0.51,0.31,0.56,2.14,0.89,0.53,0.48
Interest,1.18,1.38,1.11,1.36,0.91,0.72,0.30,0.19,0.32,1.06,0.48,0.33,0.31
Depreciation,1.22,2.06,2.01,1.71,1.21,1.07,1.21,1.44,0.97,1.28,1.32,1.38,1.76
Profit before tax,0.95,0.98,1.00,1.02,1.07,1.15,0.55,1.25,1.31,1.28,0.67,0.62,0.74
Tax %,20.00%,19.39%,21.00%,23.53%,20.56%,20.00%,41.82%,4.80%,14.50%,19.53%,19.40%,16.13%,
Net Profit+,0.77,0.80,0.79,0.78,0.85,0.92,0.33,1.19,1.12,1.03,0.54,0.52,0.59
EPS in Rs,1.54,1.60,1.58,1.56,1.70,1.70,0.61,2.20,2.07,1.91,1.00,0.96,1.10
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
