Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,251","1,525","1,685","1,731","1,713","1,715","1,610","1,651","2,095","2,479","2,605","2,659","2,703"
Expenses+,"1,169","1,417","1,541","1,497","1,523","1,550","1,477","1,460","1,888","2,290","2,352","2,437","2,486"
Operating Profit,82,108,144,234,189,165,133,191,207,189,253,222,218
OPM %,7%,7%,9%,14%,11%,10%,8%,12%,10%,8%,10%,8%,8%
Other Income+,3,7,4,13,10,5,-15,-7,13,12,9,6,9
Interest,19,21,22,39,40,46,49,40,30,40,46,52,50
Depreciation,22,27,28,31,41,44,59,62,64,68,73,90,104
Profit before tax,44,68,97,177,118,80,10,83,126,93,143,85,72
Tax %,39%,33%,32%,35%,33%,34%,-104%,27%,26%,28%,30%,32%,
Net Profit+,28,47,68,115,79,53,20,61,93,67,99,58,48
EPS in Rs,7.43,11.94,15.27,23.16,16.62,10.93,3.54,13.45,20.88,16.83,23.63,14.65,13.65
Dividend Payout %,20%,17%,15%,12%,16%,18%,57%,18%,14%,18%,13%,20%,
