Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"9,690","9,978","9,821","9,566","10,698","13,780","18,612","17,616","25,906","36,084","31,749","31,703","33,468"
Expenses+,"6,044","6,346","6,235","6,446","6,770","8,190","13,297","11,928","15,405","20,829","19,245","20,546","23,684"
Operating Profit,"3,646","3,633","3,586","3,120","3,928","5,591","5,315","5,689","10,500","15,255","12,504","11,158","9,785"
OPM %,38%,36%,37%,33%,37%,41%,29%,32%,41%,42%,39%,35%,29%
Other Income+,"1,589","1,258","1,198",793,"1,812","1,251","2,147","1,185","1,254",737,-566,"1,666","2,385"
Interest,71,349,389,441,554,624,647,660,940,901,964,"1,069","1,052"
Depreciation,822,865,"1,070","1,180","1,327","1,541","1,786","1,844","1,824","1,947","2,129","2,318","2,456"
Profit before tax,"4,342","3,677","3,324","2,292","3,859","4,677","5,030","4,369","8,990","13,144","8,846","9,436","8,662"
Tax %,33%,32%,37%,30%,29%,31%,0%,5%,25%,25%,21%,25%,
Net Profit+,"2,990","2,608","2,080","1,597","2,735","3,238","5,005","4,146","6,719","9,854","6,980","7,040","6,644"
EPS in Rs,16.58,14.46,11.53,8.85,16.06,19.91,28.90,21.69,34.56,53.66,38.95,40.27,36.72
Dividend Payout %,43%,46%,46%,72%,42%,34%,24%,15%,27%,25%,25%,29%,
