Metric,Mar 2006,Mar 2007,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,208,260,"1,488","1,745","1,871","2,107","2,073","2,194","2,722","2,777","2,678","2,715","2,820"
Expenses+,189,234,"1,301","1,527","1,621","1,811","1,807","1,872","2,296","2,416","2,373","2,456","2,552"
Operating Profit,19,26,187,218,251,296,266,322,427,361,305,259,268
OPM %,9%,10%,13%,12%,13%,14%,13%,15%,16%,13%,11%,10%,9%
Other Income+,2,1,6,3,141,25,13,41,35,46,75,3,-5
Interest,7,8,6,11,7,8,8,6,7,10,14,17,16
Depreciation,2,2,21,26,26,26,37,40,44,53,64,71,74
Profit before tax,12,16,167,184,359,286,234,317,411,343,301,175,173
Tax %,40%,30%,31%,18%,27%,33%,21%,25%,26%,26%,25%,38%,
Net Profit+,7,11,116,151,263,192,185,237,305,253,225,108,104
EPS in Rs,,,8.28,10.78,19.01,13.88,13.39,17.08,21.99,18.34,16.48,8.11,7.84
Dividend Payout %,38%,30%,27%,21%,13%,18%,15%,29%,27%,33%,36%,73%,
