Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,843,896,857,874,833,948,925,989,"1,303","1,438","1,677","2,109","2,130"
Expenses+,774,836,776,801,750,804,763,770,"1,065","1,211","1,395","1,668","1,698"
Operating Profit,69,60,81,73,83,144,162,219,238,227,282,441,432
OPM %,8%,7%,9%,8%,10%,15%,17%,22%,18%,16%,17%,21%,20%
Other Income+,16,27,6,8,5,9,12,15,39,42,39,54,56
Interest,37,44,44,33,25,19,18,20,18,17,12,9,9
Depreciation,34,15,17,14,14,14,20,24,28,32,39,41,41
Profit before tax,14,27,27,34,50,120,135,190,231,220,270,445,438
Tax %,26%,35%,38%,33%,34%,32%,36%,34%,28%,24%,25%,26%,
Net Profit+,10,18,16,22,33,82,86,126,167,166,203,331,326
EPS in Rs,4.41,7.64,7.08,9.66,14.26,35.14,37.03,54.21,71.96,71.51,87.50,142.57,140.27
Dividend Payout %,0%,0%,0%,10%,14%,28%,27%,18%,14%,14%,11%,8%,
