Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,9.53,5.11,0.00,-0.03,-0.05,0.07,0.00,-0.02,0.00,0.00,0.00,0.00,0.00
Expenses+,8.89,5.30,0.36,1.54,0.14,0.69,0.39,0.28,0.26,0.87,0.52,0.30,1.37
Operating Profit,0.64,-0.19,-0.36,-1.57,-0.19,-0.62,-0.39,-0.30,-0.26,-0.87,-0.52,-0.30,-1.37
OPM %,6.72%,-3.72%,,,,-885.71%,,,,,,,
Other Income+,7.10,-4.34,-1.05,-0.02,-0.83,1.19,-0.84,1.18,1.12,1.21,0.16,0.39,1.43
Interest,0.00,0.00,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00
Depreciation,0.07,0.10,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Profit before tax,7.67,-4.63,-1.43,-1.62,-1.03,0.57,-1.23,0.88,0.86,0.34,-0.37,0.09,0.06
Tax %,53.72%,-31.32%,2.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,11.11%,
Net Profit+,3.55,-3.18,-1.45,-1.62,-1.03,0.57,-1.23,0.88,0.86,0.34,-0.37,0.08,0.05
EPS in Rs,0.11,-0.10,-0.04,-0.05,-0.03,0.02,-0.04,0.03,0.03,0.01,-0.01,0.00,0.01
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
